호선,역코드,역명,게이트그룹,게이트번호,승하차인원,순위,출구그룹,주이용출구번호
1,150,서울역,A,8,"3,934,402",4,A,1
1,150,서울역,A,9,"3,518,126",8,A,1
1,150,서울역,A,10,"3,062,945",15,A,1
1,150,서울역,A,11,"1,453,779",313,A,1
1,150,서울역,A,12,"2,157,347",77,A,1
1,150,서울역,A,13,"4,087,475",1,A,1
1,150,서울역,A,14,"3,881,575",5,A,1
1,150,서울역,A,15,"3,194,155",14,A,1
1,150,서울역,A,16,"2,455,219",42,A,1
1,150,서울역,A,17,"1,317,496",417,A,1
1,150,서울역,A,50,"537,578",1661,A,1
1,150,서울역,B,1,"1,059,561",658,A,1
1,150,서울역,B,2,"901,444",887,A,1
1,150,서울역,B,3,"641,526",1390,A,1
1,150,서울역,B,4,"915,983",858,A,1
1,150,서울역,B,5,"1,483,821",296,A,1
1,150,서울역,B,6,"1,021,651",699,A,1
1,150,서울역,B,7,"872,766",934,A,1
1,150,서울역,C,20,"986,905",748,B,"8, 9"
1,150,서울역,C,21,"657,573",1352,B,"8, 9"
1,150,서울역,C,22,"512,870",1740,B,"8, 9"
1,150,서울역,C,23,"280,204",2472,B,"8, 9"
1,150,서울역,C,24,"185,479",2780,B,"8, 9"
1,150,서울역,C,25,"116,084",2980,B,"8, 9"
1,150,서울역,C,26,"73,300",3105,B,"8, 9"
1,150,서울역,C,27,"398,217",2074,B,"8, 9"
1,150,서울역,C,28,"270,023",2509,B,"8, 9"
1,150,서울역,C,29,"269,836",2510,B,"8, 9"
1,150,서울역,C,30,"525,276",1700,B,"8, 9"
1,150,서울역,C,51,"162,652",2841,B,"8, 9"
1,150,서울역,D,31,"239,749",2611,B,"8, 9"
1,150,서울역,D,32,"343,227",2246,B,"8, 9"
1,150,서울역,D,33,"467,373",1870,B,"8, 9"
1,150,서울역,D,34,"713,201",1221,B,"8, 9"
1,150,서울역,D,35,"723,746",1198,B,"8, 9"
1,150,서울역,D,36,"485,000",1811,B,"8, 9"
1,150,서울역,D,37,"573,894",1568,B,"8, 9"
1,150,서울역,D,38,"765,886",1122,B,"8, 9"
1,150,서울역,D,52,"178,049",2804,B,"8, 9"
1,150,서울역,E,39,"411,247",2036,C,3
1,150,서울역,E,40,"60,445",3144,C,3
1,150,서울역,E,41,"122,969",2956,C,3
1,150,서울역,E,42,"457,593",1897,C,3
1,150,서울역,E,53,"103,954",3016,C,3
1,150,서울역,F,43,"570,517",1578,C,3
1,150,서울역,F,44,"408,998",2047,C,3
1,150,서울역,F,45,"224,273",2664,C,3
1,150,서울역,F,46,"1,360,389",381,C,3
1,150,서울역,F,47,"840,643",978,C,3
1,150,서울역,F,48,"335,831",2280,C,3
1,151,시청,A,20,"1,344,158",396,A,7
1,151,시청,A,21,"974,106",764,A,7
1,151,시청,A,22,"770,715",1113,A,7
1,151,시청,A,23,"529,368",1686,A,7
1,151,시청,A,24,"314,227",2339,A,7
1,151,시청,A,25,"177,430",2805,A,7
1,151,시청,A,26,"158,625",2851,A,7
1,151,시청,A,27,"178,430",2802,A,7
1,151,시청,A,28,"198,201",2745,A,7
1,151,시청,A,29,"208,583",2723,A,7
1,151,시청,A,30,"189,550",2771,A,7
1,151,시청,A,31,"146,912",2882,A,7
1,151,시청,A,32,"72,000",3109,A,7
1,151,시청,A,33,"23,302",3328,A,7
1,151,시청,A,34,"23,081",3331,A,7
1,151,시청,A,35,"39,150",3233,A,7
1,151,시청,A,36,"72,764",3108,A,7
1,151,시청,A,51,"458,753",1891,A,7
1,151,시청,B,2,"41,769",3220,A,7
1,151,시청,B,3,"92,943",3045,A,7
1,151,시청,B,4,"149,852",2872,A,7
1,151,시청,B,5,"178,596",2801,A,7
1,151,시청,B,6,"162,726",2840,A,7
1,151,시청,B,7,"124,283",2951,A,7
1,151,시청,B,8,"110,439",2995,A,7
1,151,시청,B,9,"56,834",3158,A,7
1,151,시청,B,10,"81,472",3074,A,7
1,151,시청,B,11,"152,697",2864,A,7
1,151,시청,B,12,"230,332",2644,A,7
1,151,시청,B,13,"302,397",2395,A,7
1,151,시청,B,14,"382,832",2126,A,7
1,151,시청,B,15,"470,748",1855,A,7
1,151,시청,B,16,"585,838",1541,A,7
1,151,시청,B,17,"607,577",1479,A,7
1,151,시청,B,18,"1,078,426",626,A,7
1,151,시청,C,38,"558,369",1603,B,5
1,151,시청,C,39,"392,763",2092,B,5
1,151,시청,C,40,"323,905",2311,B,5
1,151,시청,C,41,"255,000",2560,B,5
1,151,시청,C,42,"186,321",2779,B,5
1,151,시청,C,43,"133,593",2928,B,5
1,151,시청,C,44,"150,600",2871,B,5
1,151,시청,C,45,"219,503",2678,B,5
1,151,시청,C,46,"294,037",2421,B,5
1,151,시청,C,47,"361,072",2188,B,5
1,151,시청,C,48,"392,929",2090,B,5
1,151,시청,C,49,"472,298",1851,B,5
1,151,시청,D,51,"458,753",1892,B,5
1,151,시청,D,52,"341,788",2249,B,5
1,151,시청,D,53,"341,158",2253,B,5
1,151,시청,D,54,"272,140",2498,B,5
1,151,시청,D,55,"233,289",2634,B,5
1,151,시청,D,56,"185,049",2781,B,5
1,151,시청,D,57,"136,738",2915,B,5
1,151,시청,D,58,"90,967",3051,B,5
1,151,시청,D,59,"91,404",3047,B,5
1,151,시청,D,60,"173,158",2819,B,5
1,151,시청,D,61,"228,962",2653,B,5
1,151,시청,D,62,"297,270",2412,B,5
1,151,시청,D,63,"376,730",2142,B,5
1,151,시청,D,64,"627,208",1429,B,5
1,152,종각,A,1,"721,024",1202,A,5
1,152,종각,A,2,"990,604",739,A,5
1,152,종각,A,3,"997,672",730,A,5
1,152,종각,A,4,"825,860",1015,A,5
1,152,종각,A,5,"763,315",1130,A,5
1,152,종각,A,6,"1,307,011",430,A,5
1,152,종각,A,7,"1,190,596",524,A,5
1,152,종각,A,50,"25,349",3311,A,5
1,152,종각,B,20,"544,135",1644,A,5
1,152,종각,B,21,"605,648",1486,A,5
1,152,종각,B,22,"463,928",1880,A,5
1,152,종각,B,23,"342,458",2248,A,5
1,152,종각,B,24,"298,701",2405,A,5
1,152,종각,B,25,"431,530",1973,A,5
1,152,종각,B,26,"526,983",1695,A,5
1,152,종각,B,27,"1,178,483",541,A,5
1,152,종각,B,28,"1,038,969",679,A,5
1,152,종각,B,29,"877,463",928,A,5
1,152,종각,B,30,"994,733",734,A,5
1,152,종각,B,52,"69,565",3119,A,5
1,152,종각,C,8,"586,200",1538,A,5
1,152,종각,C,9,"695,922",1263,A,5
1,152,종각,C,10,"559,858",1599,A,5
1,152,종각,C,11,"394,976",2079,A,5
1,152,종각,C,12,"298,622",2406,A,5
1,152,종각,C,13,"342,952",2247,A,5
1,152,종각,C,14,"486,116",1809,A,5
1,152,종각,C,15,"603,199",1493,A,5
1,152,종각,C,16,"1,003,778",722,A,5
1,152,종각,C,17,"917,305",857,A,5
1,152,종각,C,18,"786,654",1077,A,5
1,152,종각,C,19,"887,556",912,A,5
1,152,종각,C,51,"33,466",3261,A,5
1,152,종각,D,31,"678,788",1304,B,3
1,152,종각,D,32,"765,797",1123,B,3
1,152,종각,D,33,"560,093",1598,B,3
1,152,종각,D,34,"379,077",2136,B,3
1,152,종각,D,35,"1,402,639",347,B,3
1,152,종각,D,36,"1,324,556",412,B,3
1,152,종각,D,37,"1,387,899",356,B,3
1,152,종각,D,53,"23,357",3327,B,3
1,152,종각,E,38,"329,587",2299,B,3
1,152,종각,E,39,"493,731",1792,B,3
1,152,종각,E,40,"562,041",1594,B,3
1,152,종각,E,41,"519,363",1716,B,3
1,152,종각,E,42,"1,647,592",220,B,3
1,152,종각,E,43,"1,596,928",245,B,3
1,152,종각,E,44,"1,400,648",348,B,3
1,152,종각,E,54,"21,029",3338,B,3
1,153,종로3가,A,1,"1,110,881",597,A,15
1,153,종로3가,A,2,"953,321",804,A,15
1,153,종로3가,A,3,"881,987",921,A,15
1,153,종로3가,A,4,"475,334",1842,A,15
1,153,종로3가,A,5,"743,523",1163,A,15
1,153,종로3가,A,6,"863,069",951,A,15
1,153,종로3가,A,50,"22,660",3333,A,15
1,153,종로3가,B,10,"2,195,053",74,A,15
1,153,종로3가,B,11,"1,569,144",258,A,15
1,153,종로3가,B,12,"763,293",1131,A,15
1,153,종로3가,B,13,"840,424",979,A,15
1,153,종로3가,B,14,"557,372",1607,A,15
1,153,종로3가,B,15,"2,065,943",96,A,15
1,153,종로3가,B,16,"2,098,476",91,A,15
1,153,종로3가,B,17,"1,691,824",198,A,15
1,153,종로3가,B,18,"1,199,119",512,A,15
1,153,종로3가,B,19,"594,110",1518,A,15
1,153,종로3가,B,51,"42,217",3217,A,15
1,153,종로3가,C,20,"279,612",2475,B,14
1,153,종로3가,C,21,"452,612",1915,B,14
1,153,종로3가,C,22,"662,420",1341,B,14
1,153,종로3가,C,23,"809,220",1040,B,14
1,153,종로3가,C,24,"698,762",1257,B,14
1,153,종로3가,C,25,"602,882",1494,B,14
1,153,종로3가,C,26,"835,759",992,B,14
1,153,종로3가,C,27,"394,491",2081,B,14
1,153,종로3가,C,28,"508,368",1749,B,14
1,153,종로3가,C,29,"985,723",750,B,14
1,153,종로3가,C,52,"35,195",3252,B,14
1,153,종로3가,D,30,"354,147",2215,B,14
1,153,종로3가,D,31,"240,285",2608,B,14
1,153,종로3가,D,32,"212,093",2710,B,14
1,153,종로3가,D,33,"230,685",2640,B,14
1,153,종로3가,D,34,"248,447",2583,B,14
1,153,종로3가,D,35,"238,142",2617,B,14
1,153,종로3가,D,36,"236,458",2622,B,14
1,153,종로3가,D,37,"179,219",2797,B,14
1,153,종로3가,D,53,"8,651",3393,B,14
1,154,종로5가,A,11,"723,735",1199,A,1
1,154,종로5가,A,12,"525,001",1704,A,1
1,154,종로5가,A,13,"350,660",2225,A,1
1,154,종로5가,A,14,"337,693",2270,A,1
1,154,종로5가,A,15,"488,283",1802,A,1
1,154,종로5가,A,16,"539,242",1656,A,1
1,154,종로5가,A,17,"953,589",803,A,1
1,154,종로5가,A,18,"905,677",885,A,1
1,154,종로5가,A,19,"648,525",1369,A,1
1,154,종로5가,A,20,"661,058",1346,A,1
1,154,종로5가,A,51,"140,848",2904,A,1
1,154,종로5가,B,1,"435,625",1966,A,1
1,154,종로5가,B,2,"359,061",2197,A,1
1,154,종로5가,B,3,"273,501",2493,A,1
1,154,종로5가,B,4,"278,002",2480,A,1
1,154,종로5가,B,5,"394,525",2080,A,1
1,154,종로5가,B,6,"469,409",1863,A,1
1,154,종로5가,B,7,"944,406",823,A,1
1,154,종로5가,B,8,"1,020,920",700,A,1
1,154,종로5가,B,9,"1,151,163",561,A,1
1,154,종로5가,B,10,"1,459,702",307,A,1
1,154,종로5가,B,50,"136,176",2917,A,1
1,154,종로5가,C,30,"272,113",2499,A,1
1,154,종로5가,C,31,"427,663",1987,A,1
1,154,종로5가,C,32,"550,952",1628,A,1
1,154,종로5가,C,33,"685,520",1289,A,1
1,154,종로5가,C,34,"720,441",1205,A,1
1,154,종로5가,C,35,"642,112",1387,A,1
1,154,종로5가,C,36,"339,670",2263,A,1
1,154,종로5가,C,37,"674,554",1320,A,1
1,154,종로5가,C,38,"597,069",1511,A,1
1,154,종로5가,C,39,"1,050,155",667,A,1
1,154,종로5가,C,40,"1,329,004",408,A,1
1,154,종로5가,C,52,"64,797",3130,A,1
1,155,동대문,A,1,"931,934",831,A,"1, 6"
1,155,동대문,A,2,"415,580",2029,A,"1, 6"
1,155,동대문,A,3,"229,730",2648,A,"1, 6"
1,155,동대문,A,4,"588,663",1532,A,"1, 6"
1,155,동대문,A,5,"338,440",2266,A,"1, 6"
1,155,동대문,A,6,"771,927",1110,A,"1, 6"
1,155,동대문,A,7,"920,629",850,A,"1, 6"
1,155,동대문,A,8,"865,196",945,A,"1, 6"
1,155,동대문,A,50,"105,537",3014,A,"1, 6"
1,155,동대문,B,10,"315,120",2335,A,"1, 6"
1,155,동대문,B,11,"238,170",2616,A,"1, 6"
1,155,동대문,B,12,"301,664",2396,A,"1, 6"
1,155,동대문,B,13,"313,435",2343,A,"1, 6"
1,155,동대문,B,14,"148,377",2876,A,"1, 6"
1,155,동대문,B,15,"90,973",3050,A,"1, 6"
1,155,동대문,B,51,"24,396",3320,A,"1, 6"
1,155,동대문,C,20,"193,465",2763,A,"1, 6"
1,155,동대문,C,21,"86,001",3062,A,"1, 6"
1,155,동대문,C,22,"95,754",3037,A,"1, 6"
1,155,동대문,C,23,"143,267",2892,A,"1, 6"
1,155,동대문,C,24,"97,385",3030,A,"1, 6"
1,155,동대문,C,25,"302,511",2394,A,"1, 6"
1,155,동대문,C,52,"20,161",3342,A,"1, 6"
1,155,동대문,D,30,"645,422",1380,B,4
1,155,동대문,D,31,"364,567",2174,B,4
1,155,동대문,D,32,"378,521",2139,B,4
1,155,동대문,D,33,"506,366",1755,B,4
1,155,동대문,D,34,"198,920",2742,B,4
1,155,동대문,D,35,"647,526",1372,B,4
1,155,동대문,D,53,"58,817",3151,B,4
1,155,동대문,E,40,"307,395",2369,B,4
1,155,동대문,E,41,"220,727",2671,B,4
1,155,동대문,E,42,"212,616",2707,B,4
1,155,동대문,E,43,"925,227",845,B,4
1,155,동대문,E,44,"574,258",1566,B,4
1,155,동대문,E,45,"286,107",2453,B,4
1,155,동대문,E,54,"70,379",3115,B,4
1,156,신설동,A,1,"292,143",2426,A,"1, 6"
1,156,신설동,A,2,"393,535",2087,A,"1, 6"
1,156,신설동,A,3,"468,421",1867,A,"1, 6"
1,156,신설동,A,4,"426,012",1993,A,"1, 6"
1,156,신설동,A,5,"425,321",1999,A,"1, 6"
1,156,신설동,A,6,"406,503",2056,A,"1, 6"
1,156,신설동,A,7,"426,894",1989,A,"1, 6"
1,156,신설동,A,8,"557,355",1608,A,"1, 6"
1,156,신설동,A,9,"630,932",1420,A,"1, 6"
1,156,신설동,A,10,"575,780",1563,A,"1, 6"
1,156,신설동,A,11,"200,282",2740,A,"1, 6"
1,156,신설동,A,50,"37,027",3243,A,"1, 6"
1,156,신설동,B,12,"148,126",2879,A,"1, 6"
1,156,신설동,B,13,"360,434",2192,A,"1, 6"
1,156,신설동,B,14,"406,822",2054,A,"1, 6"
1,156,신설동,B,15,"393,076",2089,A,"1, 6"
1,156,신설동,B,16,"695,153",1265,A,"1, 6"
1,156,신설동,B,17,"552,699",1624,A,"1, 6"
1,156,신설동,B,51,"12,744",3374,A,"1, 6"
1,156,신설동,C,20,"517,851",1723,B,4
1,156,신설동,C,21,"235,309",2628,B,4
1,156,신설동,C,22,"369,343",2160,B,4
1,156,신설동,C,23,"628,826",1427,B,4
1,156,신설동,C,24,"337,513",2271,B,4
1,156,신설동,C,25,"287,749",2441,B,4
1,156,신설동,C,52,"73,806",3104,B,4
1,156,신설동,D,30,"313,431",2344,B,4
1,156,신설동,D,31,"104,512",3015,B,4
1,156,신설동,D,32,"117,553",2975,B,4
1,156,신설동,D,33,"216,303",2693,B,4
1,156,신설동,D,34,"617,635",1453,B,4
1,156,신설동,D,35,"1,011,117",712,B,4
1,156,신설동,D,53,"39,319",3232,B,4
1,157,제기동,A,1,"554,783",1614,A,"1, 5, 6"
1,157,제기동,A,2,"382,802",2127,A,"1, 5, 6"
1,157,제기동,A,3,"362,464",2182,A,"1, 5, 6"
1,157,제기동,A,4,"355,372",2210,A,"1, 5, 6"
1,157,제기동,A,5,"246,673",2588,A,"1, 5, 6"
1,157,제기동,A,6,"353,985",2216,A,"1, 5, 6"
1,157,제기동,A,7,"607,516",1480,A,"1, 5, 6"
1,157,제기동,A,8,"862,178",952,A,"1, 5, 6"
1,157,제기동,A,50,"93,622",3041,A,"1, 5, 6"
1,157,제기동,B,10,"521,721",1709,B,2
1,157,제기동,B,11,"616,581",1457,B,2
1,157,제기동,B,12,"692,539",1272,B,2
1,157,제기동,B,13,"785,474",1080,B,2
1,157,제기동,B,14,"869,840",939,B,2
1,157,제기동,B,15,"769,127",1116,B,2
1,157,제기동,B,16,"1,076,556",631,B,2
1,157,제기동,B,17,"1,099,158",607,B,2
1,157,제기동,B,18,"1,342,107",397,B,2
1,157,제기동,B,19,"635,601",1409,B,2
1,157,제기동,B,20,"1,204,739",507,B,2
1,157,제기동,B,21,"1,247,436",473,B,2
1,157,제기동,B,51,"194,221",2760,B,2
1,158,청량리(지하),A,1,"406,486",2057,A,6
1,158,청량리(지하),A,2,"641,874",1389,A,6
1,158,청량리(지하),A,3,"1,247,053",474,A,6
1,158,청량리(지하),A,4,"1,577,743",253,A,6
1,158,청량리(지하),A,5,"564,015",1589,A,6
1,158,청량리(지하),A,6,"1,285,128",446,A,6
1,158,청량리(지하),A,7,"1,791,124",160,A,6
1,158,청량리(지하),A,50,"514,148",1736,A,6
1,158,청량리(지하),B,10,"834,798",998,B,5
1,158,청량리(지하),B,11,"856,862",957,B,5
1,158,청량리(지하),B,12,"590,942",1524,B,5
1,158,청량리(지하),B,13,"487,730",1803,B,5
1,158,청량리(지하),B,14,"267,895",2516,B,5
1,158,청량리(지하),B,15,"142,349",2897,B,5
1,158,청량리(지하),B,16,"138,138",2908,B,5
1,158,청량리(지하),B,17,"506,251",1757,B,5
1,158,청량리(지하),B,18,"636,307",1401,B,5
1,158,청량리(지하),B,19,"308,765",2363,B,5
1,158,청량리(지하),B,20,"221,306",2670,B,5
1,158,청량리(지하),B,21,"264,906",2530,B,5
1,158,청량리(지하),B,22,"108,271",3004,B,5
1,158,청량리(지하),B,23,"19,003",3349,B,5
1,158,청량리(지하),B,51,"33,950",3259,B,5
1,158,청량리(지하),C,30,"528,954",1688,C,2
1,158,청량리(지하),C,31,"783,359",1083,C,2
1,158,청량리(지하),C,32,"437,949",1954,C,2
1,158,청량리(지하),C,33,"1,396,472",352,C,2
1,158,청량리(지하),C,34,"1,386,467",357,C,2
1,158,청량리(지하),C,35,"954,747",799,C,2
1,158,청량리(지하),C,36,"583,135",1544,C,2
1,158,청량리(지하),C,37,"116,251",2979,C,2
1,158,청량리(지하),C,38,"278,730",2476,C,2
1,158,청량리(지하),C,39,"578,185",1556,C,2
1,158,청량리(지하),C,40,"768,815",1117,C,2
1,158,청량리(지하),C,41,"253,234",2566,C,2
1,158,청량리(지하),C,42,"306,743",2373,C,2
1,158,청량리(지하),C,43,"451,508",1919,C,2
1,158,청량리(지하),C,44,"516,235",1731,C,2
1,158,청량리(지하),C,45,"230,408",2643,C,2
1,158,청량리(지하),C,52,"32,638",3266,C,2
1,159,동묘앞,A,1,"66,909",3124,A,1
1,159,동묘앞,A,2,"472,998",1847,A,1
1,159,동묘앞,A,3,"410,949",2039,A,1
1,159,동묘앞,A,4,"153,157",2862,A,1
1,159,동묘앞,A,5,"393,626",2086,A,1
1,159,동묘앞,A,6,"112,089",2989,A,1
1,159,동묘앞,A,7,"94,319",3040,A,1
1,159,동묘앞,B,10,"1,092,261",616,B,3
1,159,동묘앞,B,11,"611,134",1469,B,3
1,159,동묘앞,B,12,"436,873",1961,B,3
1,159,동묘앞,B,13,"337,290",2274,B,3
1,159,동묘앞,B,14,"596,106",1513,B,3
1,159,동묘앞,B,15,"988,218",745,B,3
1,159,동묘앞,B,16,"1,002,414",725,B,3
1,159,동묘앞,B,17,"194,762",2753,B,3
1,159,동묘앞,B,18,"303,892",2388,B,3
2,201,시청,A,1,"194,483",2755,A,9
2,201,시청,A,2,"254,371",2562,A,9
2,201,시청,A,3,"313,651",2342,A,9
2,201,시청,A,4,"373,259",2153,A,9
2,201,시청,A,5,"496,936",1776,A,9
2,201,시청,A,6,"437,933",1955,A,9
2,201,시청,A,7,"266,034",2525,A,9
2,201,시청,A,8,"542,791",1649,A,9
2,201,시청,A,9,"738,192",1175,A,9
2,201,시청,A,10,"729,508",1186,A,9
2,201,시청,A,11,"964,710",782,A,9
2,201,시청,A,12,"956,386",795,A,9
2,201,시청,A,13,"726,877",1194,A,9
2,201,시청,A,50,"31,241",3280,A,9
2,201,시청,B,20,"87,711",3056,B,8
2,201,시청,B,21,"31,358",3279,B,8
2,201,시청,B,22,"13,854",3369,B,8
2,201,시청,B,23,"30,885",3283,B,8
2,201,시청,B,24,"26,370",3304,B,8
2,201,시청,B,52,"27,995",3295,B,8
2,201,시청,C,30,"207,479",2726,B,8
2,201,시청,C,31,"386,220",2110,B,8
2,201,시청,C,32,"816,185",1030,B,8
2,201,시청,C,33,"1,449,008",316,B,8
2,201,시청,C,34,"1,544,896",271,B,8
2,201,시청,C,35,"136,114",2918,B,8
2,201,시청,C,36,"151,473",2867,B,8
2,201,시청,C,37,"85,095",3065,B,8
2,201,시청,C,38,"1,185,788",530,B,8
2,201,시청,C,39,"944,747",822,B,8
2,201,시청,C,40,"752,320",1150,B,8
2,201,시청,C,41,"533,689",1670,B,8
2,201,시청,C,42,"437,654",1957,B,8
2,201,시청,C,43,"1,217,571",497,B,8
2,201,시청,C,44,"1,109,834",599,B,8
2,201,시청,C,45,"302,645",2393,B,8
2,201,시청,C,51,"74,832",3101,B,8
2,202,을지로입구,A,6,"273,378",2494,A,7
2,202,을지로입구,A,7,"394,087",2083,A,7
2,202,을지로입구,A,8,"479,270",1829,A,7
2,202,을지로입구,A,9,"487,377",1805,A,7
2,202,을지로입구,A,10,"398,845",2073,A,7
2,202,을지로입구,A,54,"54,268",3167,A,7
2,202,을지로입구,B,1,"516,856",1727,A,7
2,202,을지로입구,B,2,"240,898",2605,A,7
2,202,을지로입구,B,3,"134,745",2923,A,7
2,202,을지로입구,B,4,"422,557",2004,A,7
2,202,을지로입구,B,5,"699,569",1256,A,7
2,202,을지로입구,B,53,"40,925",3227,A,7
2,202,을지로입구,C,11,"896,132",898,A,7
2,202,을지로입구,C,12,"665,494",1335,A,7
2,202,을지로입구,C,13,"560,246",1597,A,7
2,202,을지로입구,C,14,"462,068",1886,A,7
2,202,을지로입구,C,15,"485,749",1810,A,7
2,202,을지로입구,C,16,"640,895",1392,A,7
2,202,을지로입구,C,17,"776,087",1103,A,7
2,202,을지로입구,C,18,"912,988",871,A,7
2,202,을지로입구,C,19,"1,127,117",582,A,7
2,202,을지로입구,C,20,"1,038,126",682,A,7
2,202,을지로입구,C,21,"1,792,623",158,A,7
2,202,을지로입구,C,55,"420,233",2012,A,7
2,202,을지로입구,D,22,"1,079,067",625,A,7
2,202,을지로입구,D,23,"689,380",1282,A,7
2,202,을지로입구,D,24,"475,774",1839,A,7
2,202,을지로입구,D,25,"387,105",2108,A,7
2,202,을지로입구,D,26,"475,078",1843,A,7
2,202,을지로입구,D,27,"647,616",1371,A,7
2,202,을지로입구,D,28,"635,060",1411,A,7
2,202,을지로입구,D,29,"1,772,551",167,A,7
2,202,을지로입구,D,30,"1,380,461",362,A,7
2,202,을지로입구,D,31,"946,204",818,A,7
2,202,을지로입구,D,32,"594,302",1517,A,7
2,202,을지로입구,D,56,"525,643",1699,A,7
2,202,을지로입구,E,33,"1,121,263",589,B,"5, 6"
2,202,을지로입구,E,34,"780,489",1093,B,"5, 6"
2,202,을지로입구,E,35,"1,441,607",323,B,"5, 6"
2,202,을지로입구,E,36,"1,175,403",545,B,"5, 6"
2,202,을지로입구,E,37,"446,362",1930,B,"5, 6"
2,202,을지로입구,E,38,"272,167",2497,B,"5, 6"
2,202,을지로입구,E,39,"189,404",2772,B,"5, 6"
2,202,을지로입구,E,40,"965,337",780,B,"5, 6"
2,202,을지로입구,E,41,"1,206,495",506,B,"5, 6"
2,202,을지로입구,E,57,"113,953",2984,B,"5, 6"
2,202,을지로입구,F,43,"495,016",1785,B,"5, 6"
2,202,을지로입구,F,44,"556,384",1610,B,"5, 6"
2,202,을지로입구,F,45,"629,015",1426,B,"5, 6"
2,202,을지로입구,F,46,"704,005",1245,B,"5, 6"
2,202,을지로입구,F,47,"832,605",1005,B,"5, 6"
2,202,을지로입구,F,48,"1,136,704",573,B,"5, 6"
2,202,을지로입구,F,49,"894,197",902,B,"5, 6"
2,202,을지로입구,F,50,"913,554",869,B,"5, 6"
2,202,을지로입구,F,51,"1,799,554",156,B,"5, 6"
2,202,을지로입구,F,58,"270,033",2508,B,"5, 6"
2,203,을지로3가,A,10,"510,223",1743,A,12
2,203,을지로3가,A,11,"384,331",2118,A,12
2,203,을지로3가,A,12,"308,676",2364,A,12
2,203,을지로3가,A,13,"334,509",2284,A,12
2,203,을지로3가,A,14,"383,201",2124,A,12
2,203,을지로3가,A,15,"466,515",1872,A,12
2,203,을지로3가,A,16,"1,235,686",481,A,12
2,203,을지로3가,A,17,"715,577",1218,A,12
2,203,을지로3가,A,18,"347,143",2234,A,12
2,203,을지로3가,A,51,"23,244",3329,A,12
2,203,을지로3가,B,1,"292,056",2427,A,12
2,203,을지로3가,B,2,"310,127",2353,A,12
2,203,을지로3가,B,3,"285,088",2458,A,12
2,203,을지로3가,B,4,"257,454",2555,A,12
2,203,을지로3가,B,5,"249,107",2582,A,12
2,203,을지로3가,B,6,"356,715",2206,A,12
2,203,을지로3가,B,7,"689,226",1283,A,12
2,203,을지로3가,B,8,"782,480",1086,A,12
2,203,을지로3가,B,9,"1,320,717",414,A,12
2,203,을지로3가,B,50,"13,753",3370,A,12
2,203,을지로3가,C,20,"364,013",2177,A,12
2,203,을지로3가,C,21,"196,310",2748,A,12
2,203,을지로3가,C,22,"115,853",2981,A,12
2,203,을지로3가,C,23,"137,741",2910,A,12
2,203,을지로3가,C,24,"293,508",2424,A,12
2,203,을지로3가,C,25,"250,866",2572,A,12
2,203,을지로3가,C,26,"360,937",2191,A,12
2,203,을지로3가,C,27,"517,260",1724,A,12
2,203,을지로3가,C,52,"31,197",3281,A,12
2,203,을지로3가,D,30,"339,078",2264,A,12
2,203,을지로3가,D,31,"209,127",2721,A,12
2,203,을지로3가,D,32,"118,711",2967,A,12
2,203,을지로3가,D,33,"134,625",2924,A,12
2,203,을지로3가,D,34,"218,704",2682,A,12
2,203,을지로3가,D,35,"319,055",2326,A,12
2,203,을지로3가,D,36,"434,115",1967,A,12
2,203,을지로3가,D,37,"355,356",2211,A,12
2,203,을지로3가,D,38,"215,113",2696,A,12
2,203,을지로3가,D,53,"30,938",3282,A,12
2,204,을지로4가,A,10,"360,104",2194,A,"9, 10"
2,204,을지로4가,A,11,"242,086",2600,A,"9, 10"
2,204,을지로4가,A,12,"283,053",2464,A,"9, 10"
2,204,을지로4가,A,13,"387,365",2106,A,"9, 10"
2,204,을지로4가,A,14,"255,807",2557,A,"9, 10"
2,204,을지로4가,A,15,"238,322",2615,A,"9, 10"
2,204,을지로4가,A,51,"43,916",3208,A,"9, 10"
2,204,을지로4가,B,1,"341,392",2251,A,"9, 10"
2,204,을지로4가,B,2,"159,024",2850,A,"9, 10"
2,204,을지로4가,B,3,"142,226",2899,A,"9, 10"
2,204,을지로4가,B,4,"165,833",2830,A,"9, 10"
2,204,을지로4가,B,5,"329,112",2302,A,"9, 10"
2,204,을지로4가,B,6,"379,558",2134,A,"9, 10"
2,204,을지로4가,B,50,"33,100",3264,A,"9, 10"
2,204,을지로4가,C,20,"408,645",2051,B,7
2,204,을지로4가,C,21,"260,014",2546,B,7
2,204,을지로4가,C,22,"208,935",2722,B,7
2,204,을지로4가,C,23,"250,087",2575,B,7
2,204,을지로4가,C,24,"387,244",2107,B,7
2,204,을지로4가,C,25,"572,798",1572,B,7
2,204,을지로4가,C,26,"448,231",1925,B,7
2,204,을지로4가,C,27,"608,478",1477,B,7
2,204,을지로4가,C,52,"48,550",3186,B,7
2,204,을지로4가,D,30,"439,594",1949,B,7
2,204,을지로4가,D,31,"305,881",2378,B,7
2,204,을지로4가,D,32,"226,037",2660,B,7
2,204,을지로4가,D,33,"193,632",2761,B,7
2,204,을지로4가,D,34,"151,188",2868,B,7
2,204,을지로4가,D,35,"599,431",1505,B,7
2,204,을지로4가,D,36,"487,242",1806,B,7
2,204,을지로4가,D,37,"552,515",1625,B,7
